gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	astrocyte	dendritic_cell	endothelial_cell	malignant_cell	mast_cell	monocyte	mural_cell	natural_killer_cell	neuron	oligodendrocyte	radial_glial_cell
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1B_AVR2B	CPI-CS027F8BD7E	0.022	0.001	0.003	0.057	0.0	0.001	0.009	0.001	0.0	0.004	0.012
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1B_AVR2B	CPI-CS055E15573	0.022	0.001	0.003	0.057	0.0	0.001	0.009	0.001	0.0	0.004	0.012
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1B_AVR2B	CPI-CS089A36491	0.022	0.001	0.003	0.057	0.0	0.001	0.009	0.001	0.0	0.004	0.012
ACVR2B	Q13705	True	AVR2B_HUMAN	NODAL_receptor_IbIIb_TDGF1	CPI-CS05AEAC684	0.0	0.001	0.005	0.0	0.002	0.0	0.014	0.0	0.0	0.001	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	NODAL_receptor_IcIIb_TDGF1	CPI-CS02FBABE5A	0.0	0.001	0.004	0.0	0.0	0.0	0.004	0.0	0.0	0.001	0.0
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2A_receptor	CPI-CC041F23977	0.046	0.014	0.021	0.058	0.011	0.02	0.055	0.012	0.136	0.031	0.022
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2A_receptor	CPI-CC05E2C9AF8	0.046	0.014	0.021	0.058	0.011	0.02	0.055	0.012	0.136	0.031	0.022
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2A_receptor	CPI-CC0E6C03753	0.046	0.014	0.021	0.058	0.011	0.02	0.055	0.012	0.136	0.031	0.022
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2A_receptor	CPI-CS03F19BFCB	0.046	0.014	0.021	0.058	0.011	0.02	0.055	0.012	0.136	0.031	0.022
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2A_receptor	CPI-CS05CAC687A	0.046	0.014	0.021	0.058	0.011	0.02	0.055	0.012	0.136	0.031	0.022
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B_receptor	CPI-CC0C18A9B16	0.022	0.016	0.021	0.057	0.011	0.017	0.031	0.02	0.113	0.048	0.022
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B_receptor	CPI-CC0CC548F18	0.022	0.016	0.021	0.057	0.011	0.017	0.031	0.02	0.113	0.048	0.022
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B_receptor	CPI-CC031341B06	0.022	0.016	0.021	0.057	0.011	0.017	0.031	0.02	0.113	0.048	0.022
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B_receptor	CPI-CS08387C315	0.022	0.016	0.021	0.057	0.011	0.017	0.031	0.02	0.113	0.048	0.022
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B_receptor	CPI-CS0A79056B0	0.022	0.016	0.021	0.057	0.011	0.017	0.031	0.02	0.113	0.048	0.022
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B_receptor	CPI-CS00379F820	0.022	0.016	0.021	0.057	0.011	0.017	0.031	0.02	0.113	0.048	0.022
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B_receptor	CPI-CS0BEB8DCEE	0.022	0.016	0.021	0.057	0.011	0.017	0.031	0.02	0.113	0.048	0.022
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B_receptor	CPI-CS0DD047CC3	0.022	0.016	0.021	0.057	0.011	0.017	0.031	0.02	0.113	0.048	0.022
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B_receptor	CPI-CS0778FEF01	0.022	0.016	0.021	0.057	0.011	0.017	0.031	0.02	0.113	0.048	0.022
ACVR1B	P36896	True	ACV1B_HUMAN	NODAL_receptor_IbIIa_TDGF1	CPI-CS060B4E81F	0.0	0.001	0.005	0.0	0.002	0.0	0.014	0.0	0.0	0.001	0.0
ACVR1B	P36896	True	ACV1B_HUMAN	NODAL_receptor_IbIIb_TDGF1	CPI-CS05AEAC684	0.0	0.001	0.005	0.0	0.002	0.0	0.014	0.0	0.0	0.001	0.0
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2A_receptor	CPI-CC0D97B02B1	0.046	0.002	0.004	0.004	0.0	0.0	0.004	0.001	0.0	0.031	0.0
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2A_receptor	CPI-CC0680A24B2	0.046	0.002	0.004	0.004	0.0	0.0	0.004	0.001	0.0	0.031	0.0
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2A_receptor	CPI-CC0492F9C60	0.046	0.002	0.004	0.004	0.0	0.0	0.004	0.001	0.0	0.031	0.0
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2A_receptor	CPI-CS096F1E209	0.046	0.002	0.004	0.004	0.0	0.0	0.004	0.001	0.0	0.031	0.0
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2B_receptor	CPI-CC099977BFA	0.022	0.002	0.004	0.004	0.0	0.0	0.004	0.001	0.0	0.043	0.0
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2B_receptor	CPI-CC0BCF8F0E9	0.022	0.002	0.004	0.004	0.0	0.0	0.004	0.001	0.0	0.043	0.0
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2B_receptor	CPI-CC065C6CA6D	0.022	0.002	0.004	0.004	0.0	0.0	0.004	0.001	0.0	0.043	0.0
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2B_receptor	CPI-CS09DFE4623	0.022	0.002	0.004	0.004	0.0	0.0	0.004	0.001	0.0	0.043	0.0
ACVR1C	Q8NER5	True	ACV1C_HUMAN	NODAL_receptor_IcIIb_TDGF1	CPI-CS02FBABE5A	0.0	0.001	0.004	0.0	0.0	0.0	0.004	0.0	0.0	0.001	0.0
ADIPOR1	Q96A54	True	ADR1_HUMAN	ADR_complex	CPI-CS0D9F0FAFD	0.088	0.078	0.234	0.11	0.046	0.108	0.154	0.066	0.032	0.351	0.006
ADIPOR2	Q86V24	True	ADR2_HUMAN	ADR_complex	CPI-CS0D9F0FAFD	0.088	0.078	0.234	0.11	0.046	0.108	0.154	0.066	0.032	0.351	0.006
CALCR	P30988	True	CALCR_HUMAN	AMY1_receptor	CPI-CS0575223B3	0.0	0.0	0.0	0.0	0.002	0.003	0.006	0.001	0.0	0.001	0.0
CALCR	P30988	True	CALCR_HUMAN	AMY2_receptor	CPI-CS04B3DEC8B	0.0	0.0	0.0	0.0	0.002	0.002	0.006	0.001	0.0	0.001	0.0
CALCR	P30988	True	CALCR_HUMAN	AMY3_receptor	CPI-CS0865396CA	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.0	0.0	0.001	0.0
RAMP1	O60894	True	RAMP1_HUMAN	AMY1_receptor	CPI-CS0575223B3	0.0	0.0	0.0	0.0	0.002	0.003	0.006	0.001	0.0	0.001	0.0
RAMP2	O60895	True	RAMP2_HUMAN	AMY2_receptor	CPI-CS04B3DEC8B	0.0	0.0	0.0	0.0	0.002	0.002	0.006	0.001	0.0	0.001	0.0
RAMP3	O60896	True	RAMP3_HUMAN	AMY3_receptor	CPI-CS0865396CA	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.0	0.0	0.001	0.0
CHRNA3	P32297	True	ACHA3_HUMAN	AcetylcholineReceptor_a3b2a5	CPI-CC062A4D7BF	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHRNA3	P32297	True	ACHA3_HUMAN	AcetylcholineReceptor_a3b4a5	CPI-CC009944F9E	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHRNB2	P17787	True	ACHB2_HUMAN	AcetylcholineReceptor_a3b2a5	CPI-CC062A4D7BF	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHRNB2	P17787	True	ACHB2_HUMAN	AcetylcholineReceptor_a4b2	CPI-CC0354EAB57	0.006	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.205	0.001	0.0
CHRNA5	P30532	True	ACHA5_HUMAN	AcetylcholineReceptor_a3b2a5	CPI-CC062A4D7BF	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHRNA5	P30532	True	ACHA5_HUMAN	AcetylcholineReceptor_a3b4a5	CPI-CC009944F9E	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHRNB4	P30926	True	ACHB4_HUMAN	AcetylcholineReceptor_a3b4a5	CPI-CC009944F9E	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHRNA4	P43681	True	ACHA4_HUMAN	AcetylcholineReceptor_a4b2	CPI-CC0354EAB57	0.006	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.205	0.001	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CS063516AC0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CS09DCE99A5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CS08ED696DC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CS07EEAD824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CS088613CD3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CS0C5C5E217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CYP17A1	P05093	True	CP17A_HUMAN	Androstenedione_byCYP17A1	CPI-CS0D5502736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.143	0.001	0.0
HSD17B6	O14756	True	H17B6_HUMAN	Androsterone_byHSD17B6	CPI-CS019C00E02	0.705	0.001	0.001	0.026	0.0	0.001	0.003	0.001	0.0	0.022	0.004
BCR	P11274	True	BCR_HUMAN	BCR_CD45_CD22	CPI-CS037C1C02B	0.0	0.028	0.004	0.002	0.017	0.023	0.003	0.003	0.0	0.044	0.0
PTPRC	P08575	True	PTPRC_HUMAN	BCR_CD45_CD22	CPI-CS037C1C02B	0.0	0.028	0.004	0.002	0.017	0.023	0.003	0.003	0.0	0.044	0.0
CD22	P20273	True	CD22_HUMAN	BCR_CD45_CD22	CPI-CS037C1C02B	0.0	0.028	0.004	0.002	0.017	0.023	0.003	0.003	0.0	0.044	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS05EAF93CC	0.161	0.006	0.008	0.085	0.024	0.007	0.063	0.009	0.131	0.04	0.007
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS046BCFC6F	0.161	0.006	0.008	0.085	0.024	0.007	0.063	0.009	0.131	0.04	0.007
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0F6CFB979	0.161	0.006	0.008	0.085	0.024	0.007	0.063	0.009	0.131	0.04	0.007
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS090FFEDFE	0.161	0.006	0.008	0.085	0.024	0.007	0.063	0.009	0.131	0.04	0.007
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0E4E75E3B	0.161	0.006	0.008	0.085	0.024	0.007	0.063	0.009	0.131	0.04	0.007
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0E54FF657	0.161	0.006	0.008	0.085	0.024	0.007	0.063	0.009	0.131	0.04	0.007
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0B9A4CA4D	0.161	0.006	0.008	0.085	0.024	0.007	0.063	0.009	0.131	0.04	0.007
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0CFA0E4C5	0.161	0.006	0.008	0.085	0.024	0.007	0.063	0.009	0.131	0.04	0.007
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS0D35E69F6	0.046	0.006	0.008	0.058	0.011	0.007	0.057	0.009	0.131	0.031	0.007
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS047EE9E03	0.046	0.006	0.008	0.058	0.011	0.007	0.057	0.009	0.131	0.031	0.007
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS0247DA882	0.046	0.006	0.008	0.058	0.011	0.007	0.057	0.009	0.131	0.031	0.007
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS0C091F24B	0.046	0.006	0.008	0.058	0.011	0.007	0.057	0.009	0.131	0.031	0.007
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS075442484	0.046	0.006	0.008	0.058	0.011	0.007	0.057	0.009	0.131	0.031	0.007
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS012D15A88	0.046	0.006	0.008	0.058	0.011	0.007	0.057	0.009	0.131	0.031	0.007
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS04C402DFB	0.046	0.006	0.008	0.058	0.011	0.007	0.057	0.009	0.131	0.031	0.007
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS05789C9A0	0.046	0.006	0.008	0.058	0.011	0.007	0.057	0.009	0.131	0.031	0.007
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS0DAA66443	0.046	0.006	0.008	0.058	0.011	0.007	0.057	0.009	0.131	0.031	0.007
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS0C99F8D96	0.022	0.006	0.008	0.057	0.011	0.007	0.031	0.009	0.113	0.04	0.007
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS0CA393CC5	0.022	0.006	0.008	0.057	0.011	0.007	0.031	0.009	0.113	0.04	0.007
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS076E1A639	0.022	0.006	0.008	0.057	0.011	0.007	0.031	0.009	0.113	0.04	0.007
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS017A50010	0.022	0.006	0.008	0.057	0.011	0.007	0.031	0.009	0.113	0.04	0.007
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS0BE59B43E	0.022	0.006	0.008	0.057	0.011	0.007	0.031	0.009	0.113	0.04	0.007
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS0BCDC40FC	0.022	0.006	0.008	0.057	0.011	0.007	0.031	0.009	0.113	0.04	0.007
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS0E5078EDE	0.022	0.006	0.008	0.057	0.011	0.007	0.031	0.009	0.113	0.04	0.007
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS036BF2AC7	0.022	0.006	0.008	0.057	0.011	0.007	0.031	0.009	0.113	0.04	0.007
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS08109C435	0.234	0.001	0.003	0.066	0.0	0.001	0.009	0.001	0.0	0.004	0.012
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS02C93975C	0.234	0.001	0.003	0.066	0.0	0.001	0.009	0.001	0.0	0.004	0.012
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0EF793D6A	0.234	0.001	0.003	0.066	0.0	0.001	0.009	0.001	0.0	0.004	0.012
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0484364A2	0.234	0.001	0.003	0.066	0.0	0.001	0.009	0.001	0.0	0.004	0.012
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS028ACED72	0.234	0.001	0.003	0.066	0.0	0.001	0.009	0.001	0.0	0.004	0.012
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0107C51C6	0.234	0.001	0.003	0.066	0.0	0.001	0.009	0.001	0.0	0.004	0.012
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0C623F17A	0.234	0.001	0.003	0.066	0.0	0.001	0.009	0.001	0.0	0.004	0.012
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS027D7A724	0.234	0.001	0.003	0.066	0.0	0.001	0.009	0.001	0.0	0.004	0.012
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0569B9B91	0.234	0.001	0.003	0.066	0.0	0.001	0.009	0.001	0.0	0.004	0.012
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0700FDD27	0.234	0.001	0.003	0.066	0.0	0.001	0.009	0.001	0.0	0.004	0.012
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS0DF85303A	0.046	0.001	0.003	0.058	0.0	0.001	0.009	0.001	0.0	0.004	0.012
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS01A4D7E2F	0.046	0.001	0.003	0.058	0.0	0.001	0.009	0.001	0.0	0.004	0.012
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS0921BB754	0.046	0.001	0.003	0.058	0.0	0.001	0.009	0.001	0.0	0.004	0.012
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS01319F57A	0.046	0.001	0.003	0.058	0.0	0.001	0.009	0.001	0.0	0.004	0.012
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS08A043594	0.046	0.001	0.003	0.058	0.0	0.001	0.009	0.001	0.0	0.004	0.012
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS02957B1BF	0.046	0.001	0.003	0.058	0.0	0.001	0.009	0.001	0.0	0.004	0.012
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS0D9226707	0.046	0.001	0.003	0.058	0.0	0.001	0.009	0.001	0.0	0.004	0.012
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS0BDA0D08C	0.046	0.001	0.003	0.058	0.0	0.001	0.009	0.001	0.0	0.004	0.012
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS069E2161D	0.046	0.001	0.003	0.058	0.0	0.001	0.009	0.001	0.0	0.004	0.012
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS08A853007	0.022	0.001	0.003	0.057	0.0	0.001	0.009	0.001	0.0	0.004	0.012
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS0BEC40E19	0.022	0.001	0.003	0.057	0.0	0.001	0.009	0.001	0.0	0.004	0.012
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS0C0D60519	0.022	0.001	0.003	0.057	0.0	0.001	0.009	0.001	0.0	0.004	0.012
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS03DF8BD36	0.022	0.001	0.003	0.057	0.0	0.001	0.009	0.001	0.0	0.004	0.012
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS058910188	0.022	0.001	0.003	0.057	0.0	0.001	0.009	0.001	0.0	0.004	0.012
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS0E997FABD	0.022	0.001	0.003	0.057	0.0	0.001	0.009	0.001	0.0	0.004	0.012
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS027F8BD7E	0.022	0.001	0.003	0.057	0.0	0.001	0.009	0.001	0.0	0.004	0.012
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS055E15573	0.022	0.001	0.003	0.057	0.0	0.001	0.009	0.001	0.0	0.004	0.012
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS089A36491	0.022	0.001	0.003	0.057	0.0	0.001	0.009	0.001	0.0	0.004	0.012
CD8A	P01732	True	CD8A_HUMAN	CD8_receptor	CPI-CS0DBD5CD16	0.0	0.023	0.0	0.0	0.03	0.011	0.006	0.063	0.0	0.002	0.0
CD8B	P10966	True	CD8B_HUMAN	CD8_receptor	CPI-CS0DBD5CD16	0.0	0.023	0.0	0.0	0.03	0.011	0.006	0.063	0.0	0.002	0.0
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2A	CPI-CS0715DE78D	0.006	0.005	0.0	0.003	0.006	0.003	0.0	1.231	0.0	0.001	0.0
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2C	CPI-CS05AB368CE	0.008	0.002	0.002	0.003	0.0	0.001	0.008	0.28	0.0	0.007	0.0
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2E	CPI-CS0023FA839	0.0	0.0	0.0	0.003	0.002	0.0	0.003	0.02	0.0	0.007	0.0
KLRC1	P26715	True	NKG2A_HUMAN	CD94:NKG2A	CPI-CS0715DE78D	0.006	0.005	0.0	0.003	0.006	0.003	0.0	1.231	0.0	0.001	0.0
KLRC2	P26717	True	NKG2C_HUMAN	CD94:NKG2C	CPI-CS05AB368CE	0.008	0.002	0.002	0.003	0.0	0.001	0.008	0.28	0.0	0.007	0.0
KLRC3	Q07444	True	NKG2E_HUMAN	CD94:NKG2E	CPI-CS0023FA839	0.0	0.0	0.0	0.003	0.002	0.0	0.003	0.02	0.0	0.007	0.0
CNTFR	P26992	True	CNTFR_HUMAN	CNTF_1R	CPI-CS0F5F74D37	0.569	0.002	0.001	0.176	0.002	0.001	0.014	0.001	0.032	0.008	0.005
CNTFR	P26992	True	CNTFR_HUMAN	CNTF_1R	CPI-CS04EC47889	0.569	0.002	0.001	0.176	0.002	0.001	0.014	0.001	0.032	0.008	0.005
LIFR	P42702	True	LIFR_HUMAN	CNTF_1R	CPI-CS0F5F74D37	0.569	0.002	0.001	0.176	0.002	0.001	0.014	0.001	0.032	0.008	0.005
LIFR	P42702	True	LIFR_HUMAN	CNTF_1R	CPI-CS04EC47889	0.569	0.002	0.001	0.176	0.002	0.001	0.014	0.001	0.032	0.008	0.005
LIFR	P42702	True	LIFR_HUMAN	LIFR	CPI-CS0E661878B	0.637	0.002	0.211	0.256	0.007	0.004	0.061	0.001	0.032	0.278	0.005
LIFR	P42702	True	LIFR_HUMAN	LIFR	CPI-CS07B61574B	0.637	0.002	0.211	0.256	0.007	0.004	0.061	0.001	0.032	0.278	0.005
IL6ST	P40189	True	IL6RB_HUMAN	CNTF_1R	CPI-CS0F5F74D37	0.569	0.002	0.001	0.176	0.002	0.001	0.014	0.001	0.032	0.008	0.005
IL6ST	P40189	True	IL6RB_HUMAN	CNTF_1R	CPI-CS04EC47889	0.569	0.002	0.001	0.176	0.002	0.001	0.014	0.001	0.032	0.008	0.005
IL6ST	P40189	True	IL6RB_HUMAN	IL11_receptor	CPI-CS0B41A1AAE	0.107	0.015	0.029	0.091	0.014	0.016	0.05	0.024	0.032	0.074	0.011
IL6ST	P40189	True	IL6RB_HUMAN	IL6_receptor	CPI-CS023BD53E7	0.191	0.139	0.035	0.031	0.056	0.175	0.038	0.008	0.081	0.059	0.0
IL6ST	P40189	True	IL6RB_HUMAN	LIFR	CPI-CS0E661878B	0.637	0.002	0.211	0.256	0.007	0.004	0.061	0.001	0.032	0.278	0.005
IL6ST	P40189	True	IL6RB_HUMAN	LIFR	CPI-CS07B61574B	0.637	0.002	0.211	0.256	0.007	0.004	0.061	0.001	0.032	0.278	0.005
IL6ST	P40189	True	IL6RB_HUMAN	OSMR	CPI-CS06D50EBF8	0.066	0.001	0.154	0.11	0.012	0.003	0.168	0.0	0.0	0.034	0.0
AMN	Q9BXJ7	True	AMNLS_HUMAN	CUBN_AMN_complex	CPI-CS037E41952	0.0	0.003	0.0	0.0	0.0	0.001	0.001	0.003	0.0	0.002	0.0
CUBN	O60494	True	CUBN_HUMAN	CUBN_AMN_complex	CPI-CS037E41952	0.0	0.003	0.0	0.0	0.0	0.001	0.001	0.003	0.0	0.002	0.0
CYP27B1	O15528	True	CP27B_HUMAN	Calcitriol_byCYP27B1	CPI-CS01DAEDE79	0.0	0.003	0.004	0.082	0.0	0.002	0.002	0.0	0.0	0.001	0.0
CEL	P19835	True	CEL_HUMAN	Cholesterol_byCEL	CPI-CS06A0713BD	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0
CEL	P19835	True	CEL_HUMAN	Cholesterol_byCEL	CPI-CS0CDFC0C7D	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0
DHCR24	Q15392	True	DHC24_HUMAN	Cholesterol_byDHCR24	CPI-CS0D81115C8	0.113	0.011	0.006	0.06	0.015	0.006	0.049	0.011	0.335	0.303	0.025
DHCR24	Q15392	True	DHC24_HUMAN	Cholesterol_byDHCR24	CPI-CS03D61E885	0.113	0.011	0.006	0.06	0.015	0.006	0.049	0.011	0.335	0.303	0.025
DHCR7	Q9UBM7	True	DHCR7_HUMAN	Cholesterol_byDHCR7	CPI-CS06C6527F4	0.219	0.024	0.067	0.172	0.01	0.019	0.029	0.028	0.207	0.208	0.024
DHCR7	Q9UBM7	True	DHCR7_HUMAN	Cholesterol_byDHCR7	CPI-CS0BEF10547	0.219	0.024	0.067	0.172	0.01	0.019	0.029	0.028	0.207	0.208	0.024
DHCR7	Q9UBM7	True	DHCR7_HUMAN	Desmosterol_byDHCR7	CPI-CS086D3E39F	0.219	0.024	0.067	0.172	0.01	0.019	0.029	0.028	0.207	0.208	0.024
DHCR7	Q9UBM7	True	DHCR7_HUMAN	Desmosterol_byDHCR7	CPI-CS0DC57DE37	0.219	0.024	0.067	0.172	0.01	0.019	0.029	0.028	0.207	0.208	0.024
LIPA	P38571	True	LICH_HUMAN	Cholesterol_byLIPA	CPI-CS0406B0B69	0.254	0.262	0.354	0.125	0.202	0.693	0.411	0.132	0.163	0.685	0.016
LIPA	P38571	True	LICH_HUMAN	Cholesterol_byLIPA	CPI-CS0F51152EA	0.254	0.262	0.354	0.125	0.202	0.693	0.411	0.132	0.163	0.685	0.016
SULT1E1	P49888	True	ST1E1_HUMAN	DHEAsulfate_bySULT1E1	CPI-CS0917E42F5	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0
SULT1E1	P49888	True	ST1E1_HUMAN	DHEAsulfate_bySULT1E1	CPI-CS06B596CD2	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0
SULT1E1	P49888	True	ST1E1_HUMAN	DHEAsulfate_bySULT1E1	CPI-CS0F71EE8D0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0
