gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	AC-like	MES-like	NPC-like	OPC-like	macrophage	microglial_cell
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0E4E75E3B	0.109	0.066	0.094	0.079	0.022	0.033
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0E54FF657	0.109	0.066	0.094	0.079	0.022	0.033
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0B9A4CA4D	0.109	0.066	0.094	0.079	0.022	0.033
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0CFA0E4C5	0.109	0.066	0.094	0.079	0.022	0.033
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS0D35E69F6	0.051	0.043	0.094	0.079	0.022	0.022
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS047EE9E03	0.051	0.043	0.094	0.079	0.022	0.022
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS0247DA882	0.051	0.043	0.094	0.079	0.022	0.022
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS0C091F24B	0.051	0.043	0.094	0.079	0.022	0.022
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS075442484	0.051	0.043	0.094	0.079	0.022	0.022
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS012D15A88	0.051	0.043	0.094	0.079	0.022	0.022
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS04C402DFB	0.051	0.043	0.094	0.079	0.022	0.022
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS05789C9A0	0.051	0.043	0.094	0.079	0.022	0.022
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS0DAA66443	0.051	0.043	0.094	0.079	0.022	0.022
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS0C99F8D96	0.043	0.049	0.094	0.074	0.022	0.02
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS0CA393CC5	0.043	0.049	0.094	0.074	0.022	0.02
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS076E1A639	0.043	0.049	0.094	0.074	0.022	0.02
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS017A50010	0.043	0.049	0.094	0.074	0.022	0.02
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS0BE59B43E	0.043	0.049	0.094	0.074	0.022	0.02
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS0BCDC40FC	0.043	0.049	0.094	0.074	0.022	0.02
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS0E5078EDE	0.043	0.049	0.094	0.074	0.022	0.02
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS036BF2AC7	0.043	0.049	0.094	0.074	0.022	0.02
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS08109C435	0.1	0.061	0.031	0.057	0.003	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS02C93975C	0.1	0.061	0.031	0.057	0.003	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0EF793D6A	0.1	0.061	0.031	0.057	0.003	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0484364A2	0.1	0.061	0.031	0.057	0.003	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS028ACED72	0.1	0.061	0.031	0.057	0.003	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0107C51C6	0.1	0.061	0.031	0.057	0.003	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0C623F17A	0.1	0.061	0.031	0.057	0.003	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS027D7A724	0.1	0.061	0.031	0.057	0.003	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0569B9B91	0.1	0.061	0.031	0.057	0.003	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0700FDD27	0.1	0.061	0.031	0.057	0.003	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS0DF85303A	0.051	0.043	0.031	0.057	0.003	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS01A4D7E2F	0.051	0.043	0.031	0.057	0.003	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS0921BB754	0.051	0.043	0.031	0.057	0.003	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS01319F57A	0.051	0.043	0.031	0.057	0.003	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS08A043594	0.051	0.043	0.031	0.057	0.003	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS02957B1BF	0.051	0.043	0.031	0.057	0.003	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS0D9226707	0.051	0.043	0.031	0.057	0.003	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS0BDA0D08C	0.051	0.043	0.031	0.057	0.003	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS069E2161D	0.051	0.043	0.031	0.057	0.003	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS08A853007	0.043	0.049	0.031	0.057	0.003	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS0BEC40E19	0.043	0.049	0.031	0.057	0.003	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS0C0D60519	0.043	0.049	0.031	0.057	0.003	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS03DF8BD36	0.043	0.049	0.031	0.057	0.003	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS058910188	0.043	0.049	0.031	0.057	0.003	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS0E997FABD	0.043	0.049	0.031	0.057	0.003	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS027F8BD7E	0.043	0.049	0.031	0.057	0.003	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS055E15573	0.043	0.049	0.031	0.057	0.003	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS089A36491	0.043	0.049	0.031	0.057	0.003	0.001
CD8A	P01732	True	CD8A_HUMAN	CD8_receptor	CPI-CS0DBD5CD16	0.001	0.001	0.001	0.002	0.021	0.007
CD8B	P10966	True	CD8B_HUMAN	CD8_receptor	CPI-CS0DBD5CD16	0.001	0.001	0.001	0.002	0.021	0.007
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2A	CPI-CS0715DE78D	0.0	0.002	0.003	0.01	0.004	0.002
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2C	CPI-CS05AB368CE	0.003	0.004	0.003	0.01	0.003	0.002
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2E	CPI-CS0023FA839	0.001	0.001	0.003	0.01	0.0	0.0
KLRC1	P26715	True	NKG2A_HUMAN	CD94:NKG2A	CPI-CS0715DE78D	0.0	0.002	0.003	0.01	0.004	0.002
KLRC2	P26717	True	NKG2C_HUMAN	CD94:NKG2C	CPI-CS05AB368CE	0.003	0.004	0.003	0.01	0.003	0.002
KLRC3	Q07444	True	NKG2E_HUMAN	CD94:NKG2E	CPI-CS0023FA839	0.001	0.001	0.003	0.01	0.0	0.0
CNTFR	P26992	True	CNTFR_HUMAN	CNTF_1R	CPI-CS0F5F74D37	0.158	0.073	0.176	0.236	0.007	0.002
CNTFR	P26992	True	CNTFR_HUMAN	CNTF_1R	CPI-CS04EC47889	0.158	0.073	0.176	0.236	0.007	0.002
LIFR	P42702	True	LIFR_HUMAN	CNTF_1R	CPI-CS0F5F74D37	0.158	0.073	0.176	0.236	0.007	0.002
LIFR	P42702	True	LIFR_HUMAN	CNTF_1R	CPI-CS04EC47889	0.158	0.073	0.176	0.236	0.007	0.002
LIFR	P42702	True	LIFR_HUMAN	LIFR	CPI-CS0E661878B	0.362	0.244	0.176	0.236	0.013	0.006
LIFR	P42702	True	LIFR_HUMAN	LIFR	CPI-CS07B61574B	0.362	0.244	0.176	0.236	0.013	0.006
IL6ST	P40189	True	IL6RB_HUMAN	CNTF_1R	CPI-CS0F5F74D37	0.158	0.073	0.176	0.236	0.007	0.002
IL6ST	P40189	True	IL6RB_HUMAN	CNTF_1R	CPI-CS04EC47889	0.158	0.073	0.176	0.236	0.007	0.002
IL6ST	P40189	True	IL6RB_HUMAN	IL11_receptor	CPI-CS0B41A1AAE	0.117	0.076	0.086	0.109	0.025	0.03
IL6ST	P40189	True	IL6RB_HUMAN	IL6_receptor	CPI-CS023BD53E7	0.028	0.059	0.012	0.032	0.206	0.237
IL6ST	P40189	True	IL6RB_HUMAN	LIFR	CPI-CS0E661878B	0.362	0.244	0.176	0.236	0.013	0.006
IL6ST	P40189	True	IL6RB_HUMAN	LIFR	CPI-CS07B61574B	0.362	0.244	0.176	0.236	0.013	0.006
IL6ST	P40189	True	IL6RB_HUMAN	OSMR	CPI-CS06D50EBF8	0.097	0.255	0.018	0.09	0.008	0.001
CYP27B1	O15528	True	CP27B_HUMAN	Calcitriol_byCYP27B1	CPI-CS01DAEDE79	0.029	0.009	0.343	0.021	0.002	0.001
CEL	P19835	True	CEL_HUMAN	Cholesterol_byCEL	CPI-CS06A0713BD	0.002	0.002	0.003	0.002	0.0	0.0
CEL	P19835	True	CEL_HUMAN	Cholesterol_byCEL	CPI-CS0CDFC0C7D	0.002	0.002	0.003	0.002	0.0	0.0
DHCR24	Q15392	True	DHC24_HUMAN	Cholesterol_byDHCR24	CPI-CS0D81115C8	0.079	0.036	0.078	0.078	0.013	0.01
DHCR24	Q15392	True	DHC24_HUMAN	Cholesterol_byDHCR24	CPI-CS03D61E885	0.079	0.036	0.078	0.078	0.013	0.01
DHCR7	Q9UBM7	True	DHCR7_HUMAN	Cholesterol_byDHCR7	CPI-CS06C6527F4	0.229	0.144	0.186	0.135	0.038	0.034
DHCR7	Q9UBM7	True	DHCR7_HUMAN	Cholesterol_byDHCR7	CPI-CS0BEF10547	0.229	0.144	0.186	0.135	0.038	0.034
DHCR7	Q9UBM7	True	DHCR7_HUMAN	Desmosterol_byDHCR7	CPI-CS086D3E39F	0.229	0.144	0.186	0.135	0.038	0.034
DHCR7	Q9UBM7	True	DHCR7_HUMAN	Desmosterol_byDHCR7	CPI-CS0DC57DE37	0.229	0.144	0.186	0.135	0.038	0.034
LIPA	P38571	True	LICH_HUMAN	Cholesterol_byLIPA	CPI-CS0406B0B69	0.151	0.085	0.109	0.178	0.966	1.109
LIPA	P38571	True	LICH_HUMAN	Cholesterol_byLIPA	CPI-CS0F51152EA	0.151	0.085	0.109	0.178	0.966	1.109
SULT2A1	Q06520	True	ST2A1_HUMAN	DHEAsulfate_bySULT2A1	CPI-CS0006C277B	0.0	0.0	0.0	0.0	0.0	0.001
SULT2A1	Q06520	True	ST2A1_HUMAN	DHEAsulfate_bySULT2A1	CPI-CS04A65DD62	0.0	0.0	0.0	0.0	0.0	0.001
SULT2A1	Q06520	True	ST2A1_HUMAN	DHEAsulfate_bySULT2A1	CPI-CS0FF565F1C	0.0	0.0	0.0	0.0	0.0	0.001
SULT1A1	P50225	True	ST1A1_HUMAN	DHEAsulfate_bySULT2B	CPI-CS0412B081A	0.036	0.029	0.011	0.029	0.086	0.043
SULT1A1	P50225	True	ST1A1_HUMAN	DHEAsulfate_bySULT2B	CPI-CS0D89E7C19	0.036	0.029	0.011	0.029	0.086	0.043
SULT1A1	P50225	True	ST1A1_HUMAN	DHEAsulfate_bySULT2B	CPI-CS099F73A95	0.036	0.029	0.011	0.029	0.086	0.043
UBASH3B	Q8TF42	True	UBS3B_HUMAN	Dehydroepiandrosterone_bySTS	CPI-CS0259A0EB4	0.041	0.027	0.077	0.036	0.084	0.073
UBASH3B	Q8TF42	True	UBS3B_HUMAN	Dehydroepiandrosterone_bySTS	CPI-CS05760BB78	0.041	0.027	0.077	0.036	0.084	0.073
UBASH3B	Q8TF42	True	UBS3B_HUMAN	Dehydroepiandrosterone_bySTS	CPI-CS09B8977D7	0.041	0.027	0.077	0.036	0.084	0.073
SRD5A1	P18405	True	S5A1_HUMAN	Dihydrotestosterone_bySRD5A1	CPI-CS0EC7F7C75	0.126	0.111	0.09	0.095	0.053	0.034
SRD5A2	P31213	True	S5A2_HUMAN	Dihydrotestosterone_bySRD5A2	CPI-CS0D228AF4D	0.0	0.0	0.0	0.0	0.0	0.0
SRD5A3	Q9H8P0	True	PORED_HUMAN	Dihydrotestosterone_bySRD5A3	CPI-CS039E9FE7F	0.095	0.1	0.101	0.139	0.202	0.15
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS09918B680	0.003	0.003	0.003	0.004	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS043102EAA	0.003	0.003	0.003	0.004	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS0AB9AD0C3	0.003	0.003	0.003	0.004	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS07947C107	0.003	0.003	0.003	0.004	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS0A5499A2C	0.003	0.003	0.003	0.004	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS05F96EA59	0.003	0.003	0.003	0.004	0.0	0.0
CYP19A1	P11511	True	CP19A_HUMAN	Estradiol_byCYP19A1	CPI-CS0669F64A4	0.004	0.014	0.004	0.004	0.041	0.069
CYP19A1	P11511	True	CP19A_HUMAN	Estradiol_byCYP19A1	CPI-CS029C8858F	0.004	0.014	0.004	0.004	0.041	0.069
CYP19A1	P11511	True	CP19A_HUMAN	Estradiol_byCYP19A1	CPI-CS0B87D36A1	0.004	0.014	0.004	0.004	0.041	0.069
CYP19A1	P11511	True	CP19A_HUMAN	Estradiol_byCYP19A1	CPI-CS0DAC88EFA	0.004	0.014	0.004	0.004	0.041	0.069
HSD17B1	P14061	True	DHB1_HUMAN	Estradiol_byHSD17B1	CPI-CS0EF401B5F	0.074	0.037	0.051	0.031	0.005	0.005
HSD17B1	P14061	True	DHB1_HUMAN	Estradiol_byHSD17B1	CPI-CS0168A25C9	0.074	0.037	0.051	0.031	0.005	0.005
HSD17B1	P14061	True	DHB1_HUMAN	Estradiol_byHSD17B1	CPI-CS0A04F7238	0.074	0.037	0.051	0.031	0.005	0.005
HSD17B1	P14061	True	DHB1_HUMAN	Estradiol_byHSD17B1	CPI-CS0B08AEA2D	0.074	0.037	0.051	0.031	0.005	0.005
RYK	P34925	True	RYK_HUMAN	FDZ8_RYK	CPI-CS04A96900E	0.025	0.018	0.01	0.017	0.005	0.004
RYK	P34925	True	RYK_HUMAN	FDZ8_RYK	CPI-CS0DC43F5B8	0.025	0.018	0.01	0.017	0.005	0.004
FZD8	Q9H461	True	FZD8_HUMAN	FDZ8_RYK	CPI-CS04A96900E	0.025	0.018	0.01	0.017	0.005	0.004
FZD8	Q9H461	True	FZD8_HUMAN	FDZ8_RYK	CPI-CS0DC43F5B8	0.025	0.018	0.01	0.017	0.005	0.004
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-CS03B3DCBA3	0.025	0.018	0.01	0.017	0.005	0.002
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-CS0DB2153A6	0.025	0.018	0.01	0.017	0.005	0.002
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-CS0CF5A502A	0.025	0.018	0.01	0.017	0.005	0.002
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-CS08B0C4086	0.025	0.018	0.01	0.017	0.005	0.002
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-CS09AF6EAE2	0.025	0.018	0.01	0.017	0.005	0.002
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-CS07C7FE1E6	0.025	0.018	0.01	0.017	0.005	0.002
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-CS03DB6EA2A	0.025	0.018	0.01	0.017	0.005	0.002
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-CS0534F02DF	0.025	0.018	0.01	0.017	0.005	0.002
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-CS02C36592B	0.025	0.018	0.01	0.017	0.005	0.002
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-CS023DB57C8	0.025	0.018	0.01	0.017	0.005	0.002
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-CS0E7FD3233	0.025	0.018	0.01	0.017	0.005	0.002
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-CS084A7C9BE	0.025	0.018	0.01	0.017	0.005	0.002
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-CS00A19B676	0.025	0.018	0.01	0.017	0.005	0.002
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-CS000A36A67	0.025	0.018	0.01	0.017	0.005	0.004
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-CS0AE8152FD	0.025	0.018	0.01	0.017	0.005	0.004
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-CS0F983512F	0.025	0.018	0.01	0.017	0.005	0.004
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-CS04B8D01CF	0.025	0.018	0.01	0.017	0.005	0.004
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-CS08643D43B	0.025	0.018	0.01	0.017	0.005	0.004
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-CS0580F59AA	0.025	0.018	0.01	0.017	0.005	0.004
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-CS0890C1FEE	0.025	0.018	0.01	0.017	0.005	0.004
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-CS0CFE5516F	0.025	0.018	0.01	0.017	0.005	0.004
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-CS044E2BF6D	0.025	0.018	0.01	0.017	0.005	0.004
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-CS024EB9593	0.025	0.018	0.01	0.017	0.005	0.004
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-CS0420BF1AD	0.025	0.018	0.01	0.017	0.005	0.004
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-CS0D956B26D	0.025	0.018	0.01	0.017	0.005	0.004
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-CS014F1F730	0.025	0.018	0.01	0.017	0.005	0.004
FLT1	P17948	True	VGFR1_HUMAN	FLT1_complex	CPI-CS086E88801	0.005	0.002	0.001	0.016	0.009	0.0
FLT1	P17948	True	VGFR1_HUMAN	FLT1_complex	CPI-CS0E0B6C700	0.005	0.002	0.001	0.016	0.009	0.0
FLT1	P17948	True	VGFR1_HUMAN	FLT1_complex	CPI-CS0C0193ABB	0.005	0.002	0.001	0.016	0.009	0.0
KDR	P35968	True	VGFR2_HUMAN	FLT1_complex	CPI-CS086E88801	0.005	0.002	0.001	0.016	0.009	0.0
KDR	P35968	True	VGFR2_HUMAN	FLT1_complex	CPI-CS0E0B6C700	0.005	0.002	0.001	0.016	0.009	0.0
KDR	P35968	True	VGFR2_HUMAN	FLT1_complex	CPI-CS0C0193ABB	0.005	0.002	0.001	0.016	0.009	0.0
KDR	P35968	True	VGFR2_HUMAN	PlexinA1_complex1	CPI-CS0C57A3081	0.008	0.005	0.001	0.016	0.009	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD10_LRP5	CPI-CS0003C70E9	0.0	0.0	0.0	0.003	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD10_LRP5	CPI-CS0B031BE95	0.0	0.0	0.0	0.003	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD10_LRP5	CPI-CS0A527731D	0.0	0.0	0.0	0.003	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD10_LRP5	CPI-CS0D1E4E6C2	0.0	0.0	0.0	0.003	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD10_LRP5	CPI-CS0A63FEF59	0.0	0.0	0.0	0.003	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD10_LRP5	CPI-CS00E8E68AA	0.0	0.0	0.0	0.003	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD10_LRP5	CPI-CS088ED962D	0.0	0.0	0.0	0.003	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD10_LRP5	CPI-CS06BD08CC7	0.0	0.0	0.0	0.003	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD10_LRP5	CPI-CS07AFD4EEE	0.0	0.0	0.0	0.003	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD10_LRP5	CPI-CS07C041B69	0.0	0.0	0.0	0.003	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD10_LRP5	CPI-CS0FC4EF8DD	0.0	0.0	0.0	0.003	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD10_LRP5	CPI-CS07C91771E	0.0	0.0	0.0	0.003	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-CS0481C1F9A	0.068	0.037	0.018	0.059	0.005	0.002
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-CS07545410E	0.068	0.037	0.018	0.059	0.005	0.002
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-CS041DB789A	0.068	0.037	0.018	0.059	0.005	0.002
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-CS0CD56A2CC	0.068	0.037	0.018	0.059	0.005	0.002
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-CS093B9AF93	0.068	0.037	0.018	0.059	0.005	0.002
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-CS0A8032B7C	0.068	0.037	0.018	0.059	0.005	0.002
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-CS044C72075	0.068	0.037	0.018	0.059	0.005	0.002
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-CS08A2C42C8	0.068	0.037	0.018	0.059	0.005	0.002
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-CS07135653F	0.068	0.037	0.018	0.059	0.005	0.002
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-CS0054A1D8F	0.068	0.037	0.018	0.059	0.005	0.002
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-CS0E97FB627	0.068	0.037	0.018	0.059	0.005	0.002
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-CS0711601F5	0.068	0.037	0.018	0.059	0.005	0.002
LRP5	O75197	True	LRP5_HUMAN	FZD2_LRP5	CPI-CS0372FC240	0.032	0.011	0.013	0.019	0.005	0.002
LRP5	O75197	True	LRP5_HUMAN	FZD2_LRP5	CPI-CS0DF112C1C	0.032	0.011	0.013	0.019	0.005	0.002
LRP5	O75197	True	LRP5_HUMAN	FZD2_LRP5	CPI-CS00529A443	0.032	0.011	0.013	0.019	0.005	0.002
LRP5	O75197	True	LRP5_HUMAN	FZD2_LRP5	CPI-CS09C6CE302	0.032	0.011	0.013	0.019	0.005	0.002
LRP5	O75197	True	LRP5_HUMAN	FZD2_LRP5	CPI-CS0B5273C72	0.032	0.011	0.013	0.019	0.005	0.002
LRP5	O75197	True	LRP5_HUMAN	FZD2_LRP5	CPI-CS0483ECD06	0.032	0.011	0.013	0.019	0.005	0.002
LRP5	O75197	True	LRP5_HUMAN	FZD2_LRP5	CPI-CS0E502BB1F	0.032	0.011	0.013	0.019	0.005	0.002
LRP5	O75197	True	LRP5_HUMAN	FZD2_LRP5	CPI-CS0639A2C96	0.032	0.011	0.013	0.019	0.005	0.002
LRP5	O75197	True	LRP5_HUMAN	FZD2_LRP5	CPI-CS057093E9E	0.032	0.011	0.013	0.019	0.005	0.002
LRP5	O75197	True	LRP5_HUMAN	FZD2_LRP5	CPI-CS0E68F5752	0.032	0.011	0.013	0.019	0.005	0.002
LRP5	O75197	True	LRP5_HUMAN	FZD2_LRP5	CPI-CS0798E7707	0.032	0.011	0.013	0.019	0.005	0.002
LRP5	O75197	True	LRP5_HUMAN	FZD2_LRP5	CPI-CS08BFBF46D	0.032	0.011	0.013	0.019	0.005	0.002
LRP5	O75197	True	LRP5_HUMAN	FZD3_LRP5	CPI-CS02643715E	0.068	0.037	0.078	0.081	0.005	0.002
LRP5	O75197	True	LRP5_HUMAN	FZD3_LRP5	CPI-CS0DCC20D87	0.068	0.037	0.078	0.081	0.005	0.002
LRP5	O75197	True	LRP5_HUMAN	FZD3_LRP5	CPI-CS03025232D	0.068	0.037	0.078	0.081	0.005	0.002
LRP5	O75197	True	LRP5_HUMAN	FZD3_LRP5	CPI-CS0E6007E1E	0.068	0.037	0.078	0.081	0.005	0.002
LRP5	O75197	True	LRP5_HUMAN	FZD3_LRP5	CPI-CS0A94347F7	0.068	0.037	0.078	0.081	0.005	0.002
LRP5	O75197	True	LRP5_HUMAN	FZD3_LRP5	CPI-CS0A7409D74	0.068	0.037	0.078	0.081	0.005	0.002
LRP5	O75197	True	LRP5_HUMAN	FZD3_LRP5	CPI-CS0CBE51948	0.068	0.037	0.078	0.081	0.005	0.002
LRP5	O75197	True	LRP5_HUMAN	FZD3_LRP5	CPI-CS012C395FB	0.068	0.037	0.078	0.081	0.005	0.002
LRP5	O75197	True	LRP5_HUMAN	FZD3_LRP5	CPI-CS0D38CFA9D	0.068	0.037	0.078	0.081	0.005	0.002
LRP5	O75197	True	LRP5_HUMAN	FZD3_LRP5	CPI-CS0B52EC069	0.068	0.037	0.078	0.081	0.005	0.002
LRP5	O75197	True	LRP5_HUMAN	FZD3_LRP5	CPI-CS0CDD4E649	0.068	0.037	0.078	0.081	0.005	0.002
LRP5	O75197	True	LRP5_HUMAN	FZD3_LRP5	CPI-CS056A2EEC7	0.068	0.037	0.078	0.081	0.005	0.002
LRP5	O75197	True	LRP5_HUMAN	FZD4_LRP5	CPI-CS03D573715	0.009	0.005	0.011	0.012	0.005	0.0
