id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	AC-like|AC-like	AC-like|MES-like	AC-like|NPC-like	AC-like|OPC-like	AC-like|macrophage	AC-like|microglial_cell	MES-like|AC-like	MES-like|MES-like	MES-like|NPC-like	MES-like|OPC-like	MES-like|macrophage	MES-like|microglial_cell	NPC-like|AC-like	NPC-like|MES-like	NPC-like|NPC-like	NPC-like|OPC-like	NPC-like|macrophage	NPC-like|microglial_cell	OPC-like|AC-like	OPC-like|MES-like	OPC-like|NPC-like	OPC-like|OPC-like	OPC-like|macrophage	OPC-like|microglial_cell	macrophage|AC-like	macrophage|MES-like	macrophage|NPC-like	macrophage|OPC-like	macrophage|macrophage	macrophage|microglial_cell	microglial_cell|AC-like	microglial_cell|MES-like	microglial_cell|NPC-like	microglial_cell|OPC-like	microglial_cell|macrophage	microglial_cell|microglial_cell
CPI-SS03722104E	HGF_CD44	simple:P14210	simple:P16070	ENSG00000019991	ENSG00000026508	True	False	True	IMEx,InnateDB-All,IntAct	False	0.281	0.487	0.026	0.154	0.339	0.077	0.288	0.494	0.033	0.161	0.346	0.084	0.279	0.485	0.024	0.152	0.337	0.075	0.285	0.491	0.031	0.158	0.343	0.082	0.321	0.527	0.067	0.195	0.379	0.118	0.305	0.511	0.051	0.178	0.363	0.102
CPI-SS0C1BD22BC	SPP1_PTGER4	simple:P10451	simple:P35408	ENSG00000118785	ENSG00000171522	True	False	True	IMEx,MINT	False	0.494	0.491	0.483	0.512	0.736	0.716	0.649	0.646	0.638	0.667	0.891	0.871	0.375	0.372	0.364	0.393	0.616	0.597	0.729	0.726	0.718	0.747	0.97	0.951	2.036	2.033	2.025	2.054	2.277	2.257	2.411	2.408	2.4	2.429	2.653	2.633
CPI-SC069FF84F5	SPP1_integrin_a9b1_complex	simple:P10451	complex:integrin_a9b1_complex	ENSG00000118785		True	False	False	curated	True	0.485	0.485	0.496	0.491	0.502	0.498	0.64	0.64	0.651	0.646	0.657	0.653	0.365	0.366	0.376	0.372	0.383	0.379	0.719	0.72	0.73	0.726	0.737	0.733	2.026	2.026	2.037	2.032	2.044	2.04	2.402	2.402	2.413	2.408	2.419	2.415
CPI-SC0EB9B5460	L1CAM_integrin_a9b1_complex	simple:P32004	complex:integrin_a9b1_complex	ENSG00000198910		False	False	False	curated	True	0.005	0.005	0.016	0.011	0.022	0.018	0.011	0.011	0.022	0.017	0.028	0.024	0.029	0.029	0.04	0.035	0.046	0.042	0.031	0.032	0.042	0.037	0.049	0.045	0.005	0.005	0.016	0.011	0.023	0.019	0.003	0.003	0.014	0.009	0.02	0.016
CPI-SC0B5F57CE1	TNC_integrin_a9b1_complex	simple:P24821	complex:integrin_a9b1_complex	ENSG00000041982		True	False	False	curated	True	0.266	0.266	0.277	0.272	0.283	0.279	0.34	0.34	0.351	0.346	0.358	0.354	0.078	0.078	0.089	0.084	0.095	0.091	0.174	0.175	0.185	0.18	0.192	0.188	0.018	0.019	0.029	0.025	0.036	0.032	0.006	0.006	0.017	0.012	0.024	0.02
CPI-SC061E89E41	VCAM1_integrin_a9b1_complex	simple:P19320	complex:integrin_a9b1_complex	ENSG00000162692		False	False	False	curated	True	0.033	0.033	0.044	0.039	0.051	0.047	0.088	0.088	0.099	0.094	0.106	0.102	0.004	0.004	0.015	0.01	0.021	0.017	0.022	0.023	0.033	0.028	0.04	0.036	0.005	0.006	0.016	0.012	0.023	0.019	0.003	0.004	0.014	0.009	0.021	0.017
CPI-SS0A42A3690	CCL4L2_VSIR	simple:Q8NHW4	simple:Q9H7M9	ENSG00000276070	ENSG00000107738	True	False	True	IMEx,IntAct	False	0.016	0.011	0.023	0.02	0.484	0.621	0.016	0.011	0.023	0.02	0.484	0.621	0.016	0.011	0.023	0.02	0.484	0.621	0.016	0.011	0.023	0.02	0.484	0.621	0.02	0.015	0.028	0.024	0.488	0.625	0.018	0.013	0.025	0.022	0.486	0.623
CPI-SS0830AF8E6	GAST_CCKBR	simple:P01350	simple:P32239	ENSG00000184502	ENSG00000110148	True	False	True	curated	False	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.002	0.001	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.001	0.001	0.002	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS00AD71822	CCK_CCKBR	simple:P06307	simple:P32239	ENSG00000187094	ENSG00000110148	True	False	True	curated	False	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.004	0.005	0.004	0.004	0.0	0.006	0.006	0.007	0.006	0.006	0.0	0.006	0.006	0.008	0.006	0.006	0.0	0.001	0.001	0.002	0.001	0.001	0.0	0.001	0.001	0.002	0.001	0.001	0.0
CPI-SC02A19FC2F	IFNB1_Type_I_IFNR	simple:P01574	complex:Type_I_IFNR	ENSG00000171855		True	False	True	curated	False	0.086	0.058	0.08	0.098	0.096	0.069	0.086	0.058	0.08	0.098	0.096	0.069	0.086	0.058	0.08	0.098	0.096	0.069	0.086	0.058	0.08	0.098	0.096	0.069	0.086	0.058	0.08	0.098	0.096	0.069	0.086	0.058	0.08	0.098	0.096	0.069
CPI-SC06DAFCB1D	IFNE_Type_I_IFNR	simple:Q86WN2	complex:Type_I_IFNR	ENSG00000184995		True	False	True	curated	False	0.085	0.058	0.08	0.098	0.095	0.069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.085	0.058	0.08	0.098	0.096	0.069	0.086	0.058	0.08	0.098	0.096	0.069	0.086	0.059	0.081	0.098	0.096	0.069
CPI-SS0A3569604	IGF2_IDE	simple:P01344	simple:P14735	ENSG00000167244	ENSG00000119912	True	False	True	I2D,InnateDB-All	False	0.029	0.019	0.031	0.028	0.032	0.027	0.031	0.021	0.034	0.031	0.035	0.029	0.193	0.184	0.196	0.193	0.197	0.191	0.05	0.04	0.052	0.05	0.054	0.048	0.032	0.023	0.035	0.032	0.036	0.03	0.026	0.016	0.028	0.026	0.029	0.024
CPI-SS0FC2B68F1	IAPP_IDE	simple:P10997	simple:P14735	ENSG00000121351	ENSG00000119912	True	False	True	IMEx	False	0.025	0.015	0.027	0.025	0.029	0.023	0.025	0.016	0.028	0.025	0.029	0.023	0.025	0.015	0.027	0.025	0.029	0.023	0.025	0.015	0.028	0.025	0.029	0.023	0.025	0.015	0.027	0.025	0.029	0.023	0.025	0.016	0.028	0.025	0.029	0.023
CPI-SS0579FA162	IGF2_IGF1R	simple:P01344	simple:P08069	ENSG00000167244	ENSG00000140443	True	False	True	curated	False	0.037	0.05	0.05	0.049	0.011	0.007	0.039	0.053	0.053	0.051	0.013	0.009	0.202	0.215	0.215	0.213	0.176	0.172	0.058	0.072	0.071	0.07	0.032	0.028	0.041	0.054	0.054	0.052	0.014	0.011	0.034	0.048	0.047	0.046	0.008	0.004
CPI-SS0E41702C1	IGF1_IGF1R	simple:P05019	simple:P08069	ENSG00000017427	ENSG00000140443	True	False	True	curated	False	0.037	0.051	0.05	0.049	0.011	0.007	0.036	0.049	0.049	0.047	0.009	0.006	0.038	0.052	0.051	0.05	0.012	0.008	0.043	0.057	0.056	0.055	0.017	0.013	0.137	0.151	0.15	0.149	0.111	0.107	0.179	0.192	0.192	0.19	0.153	0.149
CPI-SS042A6F835	IGF2_IGF2R	simple:P01344	simple:P11717	ENSG00000167244	ENSG00000197081	True	False	True	curated	False	0.043	0.061	0.043	0.052	0.075	0.05	0.046	0.063	0.046	0.055	0.078	0.053	0.208	0.226	0.208	0.217	0.24	0.215	0.064	0.082	0.065	0.074	0.096	0.071	0.047	0.064	0.047	0.056	0.079	0.054	0.04	0.058	0.04	0.049	0.072	0.047
CPI-SS09A36B221	BDNF_SORT1	simple:P23560	simple:Q99523	ENSG00000176697	ENSG00000134243	True	False	True	curated	False	0.128	0.108	0.085	0.17	0.102	0.113	0.129	0.109	0.085	0.171	0.103	0.113	0.126	0.106	0.082	0.168	0.099	0.11	0.129	0.109	0.085	0.171	0.103	0.113	0.125	0.105	0.081	0.167	0.099	0.109	0.125	0.105	0.081	0.167	0.099	0.109
CPI-SS0DD9B3D49	NGF_SORT1	simple:P01138	simple:Q99523	ENSG00000134259	ENSG00000134243	True	False	True	curated	False	0.125	0.105	0.081	0.167	0.099	0.109	0.126	0.106	0.083	0.169	0.1	0.111	0.125	0.105	0.082	0.168	0.099	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.105	0.081	0.167	0.099	0.109	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS07CCAD9BF	GRN_SORT1	simple:P28799	simple:Q99523	ENSG00000030582	ENSG00000134243	True	False	True	IMEx,InnateDB-All,MINT	False	0.357	0.337	0.313	0.399	0.33	0.341	0.348	0.328	0.304	0.39	0.321	0.332	0.263	0.243	0.22	0.306	0.237	0.248	0.322	0.302	0.278	0.364	0.296	0.306	0.995	0.975	0.952	1.037	0.969	0.98	0.931	0.911	0.887	0.973	0.905	0.915
CPI-SS02A53F29E	LRPAP1_SORT1	simple:P30533	simple:Q99523	ENSG00000163956	ENSG00000134243	False	False	True	curated	False	0.509	0.489	0.465	0.551	0.483	0.494	0.48	0.46	0.436	0.522	0.453	0.464	0.425	0.405	0.382	0.467	0.399	0.41	0.443	0.423	0.4	0.486	0.417	0.428	0.424	0.404	0.38	0.466	0.398	0.408	0.426	0.406	0.382	0.468	0.4	0.41
CPI-SS0A437E174	NTS_SORT1	simple:P30990	simple:Q99523	ENSG00000133636	ENSG00000134243	True	False	True	curated	False	0.128	0.108	0.085	0.171	0.102	0.113	0.126	0.106	0.082	0.168	0.1	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.127	0.107	0.084	0.169	0.101	0.112	0.125	0.105	0.082	0.167	0.099	0.11	0.125	0.105	0.081	0.167	0.099	0.109
CPI-SS04F3A1E5C	COPA_SORT1	simple:P53621	simple:Q99523	ENSG00000122218	ENSG00000134243	True	False	True	IMEx,InnateDB-All,IntAct,MatrixDB	False	0.305	0.285	0.262	0.348	0.279	0.29	0.308	0.288	0.265	0.351	0.282	0.293	0.297	0.277	0.254	0.34	0.271	0.282	0.354	0.334	0.311	0.396	0.328	0.339	0.28	0.26	0.237	0.322	0.254	0.265	0.262	0.242	0.219	0.304	0.236	0.247
CPI-SS0BA601DC4	BDNF_NTRK2	simple:P23560	simple:Q16620	ENSG00000176697	ENSG00000148053	True	False	True	curated	False	0.377	0.217	0.41	0.212	0.015	0.01	0.378	0.218	0.411	0.213	0.016	0.011	0.374	0.214	0.408	0.21	0.012	0.008	0.377	0.217	0.411	0.213	0.016	0.011	0.374	0.214	0.407	0.209	0.012	0.007	0.374	0.214	0.407	0.209	0.012	0.007
CPI-SS093E05DD4	NTF3_NTRK2	simple:P20783	simple:Q16620	ENSG00000185652	ENSG00000148053	True	False	True	curated	False	0.374	0.213	0.407	0.209	0.012	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.374	0.214	0.407	0.209	0.012	0.007	0.374	0.214	0.407	0.209	0.012	0.007	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS03F0B666C	BDNF_F11R	simple:P23560	simple:Q9Y624	ENSG00000176697	ENSG00000158769	True	False	True	IMEx,InnateDB-All,IntAct	False	0.026	0.022	0.013	0.03	0.062	0.039	0.026	0.023	0.014	0.031	0.063	0.04	0.023	0.019	0.01	0.028	0.059	0.037	0.026	0.022	0.014	0.031	0.063	0.04	0.022	0.019	0.01	0.027	0.059	0.036	0.022	0.019	0.01	0.027	0.059	0.036
CPI-SS0A9E884E0	CD200_CD200R1	simple:P41217	simple:Q8TD46	ENSG00000091972	ENSG00000163606	True	False	True	curated	False	0.047	0.047	0.047	0.049	0.06	0.05	0.017	0.017	0.017	0.019	0.029	0.02	0.071	0.071	0.071	0.073	0.084	0.074	0.066	0.065	0.065	0.067	0.078	0.069	0.004	0.004	0.004	0.005	0.016	0.007	0.001	0.001	0.001	0.003	0.014	0.004
CPI-SS0E292C126	KLRB1_CLEC2D	simple:Q12918	simple:Q9UHP7	ENSG00000111796	ENSG00000069493	False	True	True	curated	False	0.018	0.016	0.021	0.037	0.044	0.039	0.017	0.016	0.021	0.037	0.044	0.039	0.017	0.016	0.021	0.036	0.044	0.038	0.021	0.02	0.025	0.041	0.048	0.042	0.037	0.036	0.041	0.057	0.064	0.058	0.024	0.023	0.028	0.044	0.051	0.046
CPI-SS02A0FF87F	FAM3C_CLEC2D	simple:Q92520	simple:Q9UHP7	ENSG00000196937	ENSG00000069493	True	False	True	IMEx,InnateDB-All,IntAct	False	0.499	0.498	0.503	0.519	0.526	0.52	0.441	0.44	0.445	0.46	0.468	0.462	0.437	0.436	0.441	0.457	0.464	0.459	0.489	0.488	0.493	0.508	0.516	0.51	0.096	0.095	0.1	0.115	0.123	0.117	0.112	0.111	0.116	0.131	0.139	0.133
CPI-SS068C129D6	CSF1_SIRPA	simple:P09603	simple:P78324	ENSG00000184371	ENSG00000198053	True	False	True	I2D	False	0.173	0.143	0.097	0.13	0.296	0.278	0.237	0.208	0.162	0.195	0.361	0.343	0.128	0.098	0.052	0.085	0.251	0.233	0.157	0.128	0.082	0.114	0.281	0.263	0.123	0.093	0.047	0.08	0.246	0.228	0.163	0.133	0.088	0.12	0.286	0.268
CPI-SS086615F9B	CSF1_CELSR3	simple:P09603	simple:Q9NYQ7	ENSG00000184371	ENSG00000008300	True	False	True	I2D	False	0.078	0.071	0.094	0.087	0.067	0.067	0.143	0.136	0.159	0.152	0.132	0.131	0.033	0.027	0.049	0.043	0.023	0.022	0.063	0.056	0.079	0.072	0.052	0.051	0.028	0.022	0.044	0.038	0.018	0.017	0.069	0.062	0.085	0.078	0.058	0.057
CPI-SS05B7D3407	CCL5_ACKR1	simple:P13501	simple:Q16570	ENSG00000271503	ENSG00000213088	True	False	True	curated	False	0.015	0.013	0.022	0.014	0.01	0.009	0.014	0.013	0.021	0.014	0.01	0.009	0.01	0.009	0.017	0.009	0.005	0.005	0.02	0.018	0.027	0.019	0.015	0.014	0.134	0.133	0.141	0.133	0.129	0.129	0.126	0.125	0.133	0.125	0.121	0.12
CPI-SS0DBFB8BEA	CCL2_ACKR1	simple:P13500	simple:Q16570	ENSG00000108691	ENSG00000213088	True	False	True	curated	False	0.135	0.134	0.142	0.134	0.13	0.13	0.191	0.19	0.198	0.191	0.186	0.186	0.028	0.027	0.035	0.027	0.023	0.023	0.066	0.065	0.073	0.065	0.061	0.061	0.34	0.338	0.347	0.339	0.335	0.334	0.388	0.386	0.395	0.387	0.383	0.382
CPI-SS052BBD9F9	CXCL1_ACKR1	simple:P09341	simple:Q16570	ENSG00000163739	ENSG00000213088	True	False	True	curated	False	0.012	0.01	0.019	0.011	0.007	0.006	0.009	0.008	0.016	0.009	0.004	0.004	0.006	0.005	0.013	0.005	0.001	0.001	0.022	0.02	0.029	0.021	0.017	0.016	0.052	0.051	0.059	0.051	0.047	0.047	0.013	0.012	0.02	0.012	0.008	0.007
CPI-SS0911EECCC	CXCL8_ACKR1	simple:P10145	simple:Q16570	ENSG00000169429	ENSG00000213088	True	False	True	curated	False	0.073	0.072	0.08	0.072	0.068	0.068	0.205	0.204	0.213	0.205	0.201	0.2	0.038	0.037	0.045	0.037	0.033	0.033	0.155	0.154	0.162	0.154	0.15	0.15	0.823	0.822	0.83	0.823	0.818	0.818	0.554	0.553	0.561	0.553	0.549	0.549
CPI-SS0ABF41CAA	CXCL5_ACKR1	simple:P42830	simple:Q16570	ENSG00000163735	ENSG00000213088	True	False	True	I2D	False	0.008	0.007	0.015	0.007	0.003	0.003	0.011	0.01	0.019	0.011	0.007	0.006	0.006	0.005	0.013	0.005	0.001	0.0	0.009	0.008	0.017	0.009	0.005	0.004	0.013	0.012	0.02	0.012	0.008	0.008	0.006	0.005	0.013	0.005	0.001	0.001
CPI-SS008700E67	CCL8_ACKR1	simple:P80075	simple:Q16570	ENSG00000108700	ENSG00000213088	True	False	True	I2D	False	0.006	0.005	0.013	0.006	0.001	0.001	0.007	0.006	0.014	0.006	0.002	0.002	0.007	0.006	0.014	0.006	0.002	0.002	0.007	0.006	0.015	0.007	0.003	0.002	0.061	0.06	0.069	0.061	0.057	0.056	0.058	0.057	0.066	0.058	0.054	0.053
CPI-SS07EC65CED	CCL7_ACKR1	simple:P80098	simple:Q16570	ENSG00000108688	ENSG00000213088	True	False	True	I2D	False	0.007	0.005	0.014	0.006	0.002	0.001	0.008	0.007	0.015	0.007	0.003	0.003	0.006	0.004	0.013	0.005	0.001	0.0	0.006	0.005	0.013	0.005	0.001	0.001	0.012	0.011	0.019	0.011	0.007	0.007	0.007	0.006	0.014	0.006	0.002	0.002
CPI-CS016CDFE07	5SHpETE_byALOX5_OXER1	complex:5SHpETE_byALOX5	simple:Q8TDS5		ENSG00000162881	True	False	True	curated	False	0.004	0.004	0.004	0.004	0.006	0.006	0.003	0.003	0.003	0.003	0.005	0.005	0.003	0.003	0.003	0.003	0.006	0.006	0.006	0.006	0.006	0.006	0.008	0.008	0.195	0.195	0.195	0.195	0.198	0.198	0.186	0.186	0.186	0.187	0.189	0.189
CPI-CS072C12EF4	5alphaDihydroprogesterone_byDHRS9_PGR	complex:5alphaDihydroprogesterone_byDHRS9	simple:P06401		ENSG00000082175	True	False	False	curated	False	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.004	0.004	0.004	0.004	0.004	0.004	0.003	0.003	0.003	0.003	0.003	0.003	0.03	0.03	0.031	0.031	0.031	0.03	0.183	0.183	0.183	0.183	0.183	0.183
CPI-CS0003C70E9	FZD10_LRP5_WNT11	complex:FZD10_LRP5	simple:O96014		ENSG00000085741	True	False	False	curated	False	0.001	0.001	0.002	0.0	0.0	0.0	0.001	0.001	0.002	0.0	0.0	0.0	0.001	0.001	0.002	0.0	0.0	0.0	0.002	0.002	0.004	0.002	0.002	0.001	0.001	0.001	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0E9CB1664	FZD10_LRP6_WNT11	complex:FZD10_LRP6	simple:O96014		ENSG00000085741	True	False	False	curated	False	0.001	0.001	0.002	0.0	0.0	0.0	0.001	0.001	0.002	0.0	0.0	0.0	0.001	0.001	0.002	0.0	0.0	0.0	0.002	0.002	0.004	0.002	0.002	0.001	0.001	0.001	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0481C1F9A	FZD1_LRP5_WNT11	complex:FZD1_LRP5	simple:O96014		ENSG00000085741	True	False	False	curated	False	0.035	0.035	0.036	0.034	0.034	0.034	0.019	0.019	0.021	0.019	0.019	0.019	0.009	0.01	0.011	0.009	0.009	0.009	0.03	0.03	0.032	0.03	0.03	0.03	0.003	0.003	0.005	0.003	0.003	0.003	0.001	0.001	0.003	0.001	0.001	0.001
CPI-CS0F29C6285	FZD1_LRP6_WNT11	complex:FZD1_LRP6	simple:O96014		ENSG00000085741	True	False	False	curated	False	0.035	0.035	0.036	0.034	0.034	0.034	0.036	0.037	0.038	0.036	0.036	0.036	0.009	0.01	0.011	0.009	0.009	0.009	0.03	0.03	0.032	0.03	0.03	0.03	0.008	0.008	0.01	0.008	0.008	0.008	0.01	0.01	0.012	0.01	0.01	0.01
CPI-CS0372FC240	FZD2_LRP5_WNT11	complex:FZD2_LRP5	simple:O96014		ENSG00000085741	True	False	False	curated	False	0.017	0.017	0.018	0.016	0.016	0.016	0.006	0.006	0.008	0.006	0.006	0.006	0.007	0.007	0.009	0.007	0.007	0.006	0.01	0.01	0.012	0.01	0.01	0.01	0.003	0.003	0.005	0.003	0.003	0.003	0.001	0.001	0.003	0.001	0.001	0.001
CPI-CS031A2034E	FZD2_LRP6_WNT11	complex:FZD2_LRP6	simple:O96014		ENSG00000085741	True	False	False	curated	False	0.017	0.017	0.018	0.016	0.016	0.016	0.006	0.006	0.008	0.006	0.006	0.006	0.007	0.007	0.009	0.007	0.007	0.006	0.01	0.01	0.012	0.01	0.01	0.01	0.008	0.008	0.01	0.008	0.008	0.008	0.01	0.01	0.012	0.01	0.01	0.01
CPI-CS02643715E	FZD3_LRP5_WNT11	complex:FZD3_LRP5	simple:O96014		ENSG00000085741	True	False	False	curated	False	0.035	0.035	0.036	0.034	0.034	0.034	0.019	0.019	0.021	0.019	0.019	0.019	0.039	0.04	0.041	0.039	0.039	0.039	0.041	0.041	0.043	0.041	0.041	0.041	0.003	0.003	0.005	0.003	0.003	0.003	0.001	0.001	0.003	0.001	0.001	0.001
CPI-CS00F8E8AC0	FZD3_LRP6_WNT11	complex:FZD3_LRP6	simple:O96014		ENSG00000085741	True	False	False	curated	False	0.071	0.071	0.072	0.07	0.07	0.07	0.043	0.043	0.044	0.042	0.042	0.042	0.137	0.137	0.139	0.137	0.137	0.137	0.118	0.118	0.119	0.117	0.117	0.117	0.008	0.008	0.01	0.008	0.008	0.008	0.005	0.005	0.006	0.005	0.005	0.004
CPI-CS03D573715	FZD4_LRP5_WNT11	complex:FZD4_LRP5	simple:O96014		ENSG00000085741	True	False	False	curated	False	0.005	0.005	0.007	0.005	0.005	0.005	0.003	0.003	0.005	0.003	0.003	0.003	0.006	0.006	0.008	0.006	0.006	0.006	0.006	0.007	0.008	0.006	0.006	0.006	0.003	0.003	0.005	0.003	0.003	0.003	0.001	0.001	0.002	0.0	0.0	0.0
CPI-CS055AB879D	FZD4_LRP6_WNT11	complex:FZD4_LRP6	simple:O96014		ENSG00000085741	True	False	False	curated	False	0.005	0.005	0.007	0.005	0.005	0.005	0.003	0.003	0.005	0.003	0.003	0.003	0.006	0.006	0.008	0.006	0.006	0.006	0.006	0.007	0.008	0.006	0.006	0.006	0.003	0.003	0.005	0.003	0.003	0.003	0.001	0.001	0.002	0.0	0.0	0.0
CPI-CS08A2EA5F7	FZD5_LRP5_WNT11	complex:FZD5_LRP5	simple:O96014		ENSG00000085741	True	False	False	curated	False	0.025	0.025	0.026	0.025	0.025	0.024	0.019	0.019	0.021	0.019	0.019	0.019	0.014	0.014	0.016	0.014	0.014	0.014	0.039	0.039	0.041	0.039	0.039	0.039	0.003	0.003	0.005	0.003	0.003	0.003	0.001	0.001	0.003	0.001	0.001	0.001
CPI-CS0AC9A92AD	FZD5_LRP6_WNT11	complex:FZD5_LRP6	simple:O96014		ENSG00000085741	True	False	False	curated	False	0.025	0.025	0.026	0.025	0.025	0.024	0.023	0.023	0.025	0.023	0.023	0.023	0.014	0.014	0.016	0.014	0.014	0.014	0.039	0.039	0.041	0.039	0.039	0.039	0.008	0.008	0.01	0.008	0.008	0.008	0.009	0.009	0.011	0.009	0.009	0.009
CPI-CS04C0033E6	FZD6_LRP5_WNT11	complex:FZD6_LRP5	simple:O96014		ENSG00000085741	True	False	False	curated	False	0.021	0.021	0.023	0.021	0.021	0.021	0.016	0.016	0.017	0.016	0.016	0.015	0.039	0.04	0.041	0.039	0.039	0.039	0.017	0.017	0.018	0.016	0.016	0.016	0.003	0.003	0.004	0.002	0.002	0.002	0.001	0.001	0.003	0.001	0.001	0.0
CPI-CS062754C53	FZD6_LRP6_WNT11	complex:FZD6_LRP6	simple:O96014		ENSG00000085741	True	False	False	curated	False	0.021	0.021	0.023	0.021	0.021	0.021	0.016	0.016	0.017	0.016	0.016	0.015	0.045	0.045	0.047	0.045	0.045	0.045	0.017	0.017	0.018	0.016	0.016	0.016	0.003	0.003	0.004	0.002	0.002	0.002	0.001	0.001	0.003	0.001	0.001	0.0
CPI-CS0507A53BC	FZD7_LRP5_WNT11	complex:FZD7_LRP5	simple:O96014		ENSG00000085741	True	False	False	curated	False	0.035	0.035	0.036	0.034	0.034	0.034	0.019	0.019	0.021	0.019	0.019	0.019	0.01	0.01	0.011	0.009	0.009	0.009	0.025	0.025	0.026	0.025	0.025	0.024	0.003	0.003	0.005	0.003	0.003	0.003	0.001	0.001	0.003	0.001	0.001	0.001
CPI-CS04B8C1A44	FZD7_LRP6_WNT11	complex:FZD7_LRP6	simple:O96014		ENSG00000085741	True	False	False	curated	False	0.071	0.071	0.072	0.07	0.07	0.07	0.043	0.043	0.044	0.042	0.042	0.042	0.01	0.01	0.011	0.009	0.009	0.009	0.025	0.025	0.026	0.025	0.025	0.024	0.003	0.004	0.005	0.003	0.003	0.003	0.002	0.002	0.003	0.001	0.001	0.001
CPI-CS03B3DCBA3	FZD8_LRP5_WNT11	complex:FZD8_LRP5	simple:O96014		ENSG00000085741	True	False	False	curated	False	0.013	0.013	0.014	0.012	0.012	0.012	0.01	0.01	0.011	0.009	0.009	0.009	0.006	0.006	0.007	0.005	0.005	0.005	0.009	0.009	0.011	0.009	0.009	0.008	0.003	0.003	0.005	0.003	0.003	0.003	0.001	0.001	0.003	0.001	0.001	0.001
CPI-CS000A36A67	FZD8_LRP6_WNT11	complex:FZD8_LRP6	simple:O96014		ENSG00000085741	True	False	False	curated	False	0.013	0.013	0.014	0.012	0.012	0.012	0.01	0.01	0.011	0.009	0.009	0.009	0.006	0.006	0.007	0.005	0.005	0.005	0.009	0.009	0.011	0.009	0.009	0.008	0.003	0.003	0.005	0.003	0.003	0.003	0.003	0.003	0.004	0.002	0.002	0.002
CPI-CS0FE6AA4D0	FZD9_LRP5_WNT11	complex:FZD9_LRP5	simple:O96014		ENSG00000085741	True	False	False	curated	False	0.001	0.001	0.002	0.0	0.0	0.0	0.001	0.001	0.002	0.0	0.0	0.0	0.028	0.028	0.03	0.028	0.028	0.028	0.001	0.002	0.003	0.001	0.001	0.001	0.001	0.002	0.003	0.001	0.001	0.001	0.001	0.001	0.003	0.001	0.001	0.001
CPI-CS09D722BE6	FZD9_LRP6_WNT11	complex:FZD9_LRP6	simple:O96014		ENSG00000085741	True	False	False	curated	False	0.001	0.001	0.002	0.0	0.0	0.0	0.001	0.001	0.002	0.0	0.0	0.0	0.028	0.028	0.03	0.028	0.028	0.028	0.001	0.002	0.003	0.001	0.001	0.001	0.001	0.002	0.003	0.001	0.001	0.001	0.002	0.002	0.003	0.001	0.001	0.001
CPI-SS00A8596B5	PVR_TNFSF9	simple:P15151	simple:P41273	ENSG00000073008	ENSG00000125657	True	True	False	InnateDB-All	False	0.039	0.038	0.038	0.042	0.076	0.11	0.03	0.029	0.029	0.033	0.067	0.101	0.028	0.027	0.027	0.031	0.065	0.099	0.025	0.025	0.025	0.029	0.063	0.097	0.014	0.014	0.014	0.017	0.052	0.086	0.01	0.01	0.01	0.014	0.048	0.082
CPI-CS0B031BE95	FZD10_LRP5_WNT5B	complex:FZD10_LRP5	simple:Q9H1J7		ENSG00000111186	True	False	False	curated	False	0.01	0.007	0.007	0.005	0.004	0.003	0.01	0.007	0.007	0.005	0.004	0.003	0.01	0.007	0.007	0.005	0.004	0.003	0.011	0.008	0.009	0.006	0.005	0.005	0.01	0.007	0.007	0.005	0.004	0.004	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0B00A632D	FZD10_LRP6_WNT5B	complex:FZD10_LRP6	simple:Q9H1J7		ENSG00000111186	True	False	False	curated	False	0.01	0.007	0.007	0.005	0.004	0.003	0.01	0.007	0.007	0.005	0.004	0.003	0.01	0.007	0.007	0.005	0.004	0.003	0.011	0.008	0.009	0.006	0.005	0.005	0.01	0.007	0.007	0.005	0.004	0.004	0.0	0.0	0.0	0.0	0.0	0.0
